status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Fort Collins,CO,United States,2,66559,"Empirical Laboratories, Incorporated","1501 Academy Court, Unit 5",No. 5,80524,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to ID, MN, and SC.  Foreign distribution to Sweden. No military/govt/VA consignees.",F-0155-2014,Empirical Labs Building Health Vascuzyme; 90 Capsules Dietary Supplement,163,Empirical Labs is recalling certain lots of dietary supplements due to potential for adulteration with chloramphenicol.,Chloramphenicol,2013-10-21,2013-11-12,2013-11-20,Lots: 3080104 ,2014-03-24
Terminated,Reno,NV,United States,2,66553,"ProThera, Inc.",10439 Double R Blvd,,89521-8905,Voluntary: Firm Initiated,Letter,"US and Australia, Azerbaijan, Brazil, Canada, Germany, Great Britain, Hong Kong, Ireland (Eire, Japan, Malaysia, Malta, Mexico, New Zealand, Panama,   Philippines, Russia, South Korea, Spain, Switzerland, Thailand.",F-0158-2014,"Serralase Enzyme Supplements;  Packaged in 90 and 180 tablet bottled  UPC - 90 count: 8 28054 00542 6  UPC- 180 count 8 28054 00149 7;      Manufactured by:  ProThera, Inc.,   Reno, NV 89521","27,480",ProThera was notified by enzymes provided by Specialty Enzymes within the last 3-6 months may be contaminated with chloramphenicol.,Chloramphenicol,2013-10-10,2013-11-12,2013-11-20,Lot F3994 ,2014-02-24
Terminated,Fort Collins,CO,United States,2,66559,"Empirical Laboratories, Incorporated","1501 Academy Court, Unit 5",No. 5,80524,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to ID, MN, and SC.  Foreign distribution to Sweden. No military/govt/VA consignees.",F-0145-2014,"All-Natural Greens Dietary Supplement; Manufactured Exclusively for NatureRich, Maple Grove, MN 55369.",1041,Empirical Labs is recalling certain lots of dietary supplements due to potential for adulteration with chloramphenicol.,Chloramphenicol,2013-10-21,2013-11-12,2013-11-20,"Lots: 3071520, 3071521, 3071522,03071523,3071524, 3071525, 3071526 ",2014-03-24
Terminated,Paterson,NJ,United States,2,67232,"Triarco Industries, Inc.",6 Morris St,,07501-1706,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, CA",F-1471-2014,"Triarco Industries, LLC an Innophos company Activessence (R)   Notice- For Manufacturing Use Only Not for Resale",25 kg,Triarco Industries Inc. is recalling product that may have been contaminated with Chloramphenicol.,Chloramphenicol,2013-10-02,2014-02-04,2014-02-12,40829 ,2016-09-19
Terminated,Bloomfield,CT,United States,2,67049,"ANAT, LLC",1 Northwestern Dr,1st Floor,06002,Voluntary: Firm Initiated,Other,CT,F-1380-2014,"IMT Wellness Tribulus Supreme 2.0** GI & Immune Support ** Dietary Supplements 60 Vegetarian Capsules *** Distributed by: ANAT, LLC Bloom field, CT",1300 Tribulus,Potential for Chloramphenicol contamination.,Chloramphenicol,2013-11-01,2014-01-08,2014-01-15,54217002 ,2017-02-15
Terminated,Irvine,CA,United States,2,66557,Apex Energetics,16592 Millikan Ave,,92606-5027,Voluntary: Firm Initiated,Letter,"Nationwide in US and worldwide to Canada, United Kingdom",F-0143-2014,"LGS-Zyme (Z12), Enzyme-Based Multivitamin & Amino Acid Dietary Supplement, 120 Capsules",292 units,"Apex Energetics is recalling GlutenFlam, SuperDigestZyme, LGS-Zyme, and RepairVite because they may contain trace amounts of the antibiotic chloramphenicol.   The dietary supplements on recall contain enzymes that are on recall by Specialty Enzymes Biotechnology, a raw material supplier, because it contains chloramphenicol.",Chloramphenicol,2013-10-21,2013-11-12,2013-11-20,Lot# 130444 ,2014-02-21
Terminated,Burnaby,,Canada,2,66772,Vega / Sequel Naturals,101 3001 Wayburne Dr,,,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.  No military/govt/VA.,F-1140-2014,"Vega Sport Performance Protein Dietary Supplement  Chocolate Powder.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch. 29oz/822g, 1.3 oz/36g, 17x1.3oz/36g pouches.","28,149 units",Sequel Naturals is recalling nine lots of products due to contamination by trace amount of chloramphenicol.,Chloramphenicol,2013-11-08,2013-12-23,2014-01-01,"Lots:  47042900, 47047600, 47043500, 47047602, 47048290, 47048291 ",2014-07-23
Terminated,Woodbine,IA,United States,2,66443,Grato Inc.,312 Lowrey Dr,,51579-1504,Voluntary: Firm Initiated,Telephone,Distribution was nationwide through retail and internet sales.  The distribution list is pending.,F-0164-2014,"Apotheca Energique Gastrozyme, dietary supplement, 100 vegetarian capsules.",184/100-ct bottles,The products may contain chloramphenicol.,Chloramphenicol,2013-10-01,2013-11-12,2013-11-20,Lot number C3354    The product mathmatical analysis of potential Chloramphenicol level is 1.07 ppb. ,2014-06-02
Terminated,Burnaby,,Canada,2,66772,Vega / Sequel Naturals,101 3001 Wayburne Dr,,,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.  No military/govt/VA.,F-1143-2014,"Vega ONE Nutritional Shake Vanilla Chai.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch; sizes: 30.8 oz./874 g, 38g, 437g units containers.","36,629 units",Sequel Naturals is recalling nine lots of products due to contamination by trace amount of chloramphenicol.,Chloramphenicol,2013-11-08,2013-12-23,2014-01-01,"Lots:  47042500, 47042600, 47042601, 47042602, 47043300, 47046900, 47047400, 47047401, 47048100, 47048101, 47049200, 47049201, 47049700, 47050500, 47051600 ",2014-07-23
Terminated,Coram,NY,United States,2,66525,Nature's Value Inc.,468 Mill Rd,,11727-4108,Voluntary: Firm Initiated,Letter,FL & IN,F-0824-2014,"Vitacost Mega Spectrum Enzyme, packaged with 180 Vegetarian Capsules, UPC Code: 84419701519. Manufactured for Vitacost Lexington, NC 27295","796,800 total capsules for all varieties","Nature's Value Inc. has recalled two Dietary Supplements due to the presence of Chloramphenicol, an antimicrobial agent.",Chloramphenicol,2013-10-17,2013-12-12,2013-12-18,"Lot No: 131623, EXP. DATE 05/15, Item #: VCT7015191 ",2015-05-06
Terminated,Reno,NV,United States,2,66793,"ProThera, Inc.",10439 Double R Blvd,,89521-8905,Voluntary: Firm Initiated,Letter,"US and  Canada, Germany, Great Britain, Hong Kong, Malaysia, Mexico,  Philippines, Russia, Singapore, South Korea , Spain",F-0180-2014,"Pro Thera Dual Detox Dietary Supplement; 60 capsules;    Chlorella - 500 mg;  Broccoli Sprout, dried extract - 60 mg;  Enzyme Blend - supplying Beta-Glucanase, Cellulase, Protease, Hemicellulase, Phytase and Xylanase    Manufactured by ProThera, Reno, NV,","54, 503 capsules",Firm was notified by supplier of the enzyme Xylanase that it was contaminated with chloramphenicol.,Chloramphenicol,2013-11-06,2013-11-18,2013-11-27,"Lot B3222, product code DTX ",2014-07-16
Terminated,Las Vegas,NV,United States,2,66738,Bairn Biologics,6155 S Sandhill Rd Ste 100-200,,89120-3265,Voluntary: Firm Initiated,Letter,"US and Australia, Guatemala, United Kingdom, Israel, Canada and Japan.",F-0163-2014,"Bairn Biologics Candisol;  Natural Enzymes to Support a Health Gastrointestinal Tract.  Dietary Supplement;  Ingredients: Vegetarian Cellulase, Vegetarian Hemicellulase, Vegetarian Xylanase, Vegetarian Beta-glucanase, microcrystalline Cellulose, L-Leucine, Vegetable Capsule.  Packaged in 40 and 120 count amber glass bottles.    Bairn Biologics,  P.O. Box 95966  Las Vegas, NV 89183","8232 bottles of 40 count;  27, 882 bottles of 120 count.",Firm was notified  by supplier of xylanase enzymes that they were contaminated with Chloramphenicol.,Chloramphenicol,2013-10-24,2013-11-12,2013-11-20,all lots manufactured from 2009 forward;  Expiry dates: March 2011 through May 2015. ,2014-05-30
Terminated,Chino,CA,United States,2,66505,Specialty Enzymes & Biotechnologies,13591 Yorba Ave,,91710-5071,Voluntary: Firm Initiated,Letter,"Nationwide in US and worldwide to:    Australia, Canada, Malaysia, Taiwan, Italy",F-0135-2014,Cellulase & Protease:    APEX 10-639 A  DIGESEB  DIGESEB PLUS  DIGESEB SUPER  EB 10-14171  EB 10-16192  EB 12-11331  EB 12-9205  EB 14-14201  EB 15-13662  EB 18-13081  EB 7-12831  EB 7-12901  EB 7-14211  EB 8-15731  EL 5-7212  ENZIGEST N  FIZYME # 1209 N  GLOBAL 8-658  HERB 10-6973  HFI 4-7601  HFN 7-7113  META 10-185  NB 6-7812  NF 525  NHK 14-9451  NPC 7007  NPC 8008  NUTRO 8-7961  OHS - 9804  PROTHERA 18-9724  PROTHERA 19-9723  PROTHERA 8-12182  SD 7-581  SEB GLUTEN RELIEF  SEB GLUTEN RELIEF HNS  UT 11-216 N  VEGPANZYME 1213  VEGPANZYME 1X  VEGPANZYME PLUS  VT 11-693,"13,685 kg",Specialty Enzymes and Biotechnologies is recalling cellulase/mannanase and fungal protease because they may contain low levels of chloramphenicol.,Chloramphenicol,2013-10-03,2013-11-12,2013-11-20,Lot Numbers:    3071056  3051069  3061036  3041059; 3061050  3061040  3071014; 3071015  3061044  3051009  3051042  3061058  3041089  3031082  3041038  3041024  3061043  3051040  3061062  3031029; 3061047; 3061048; 3041030  3031050; 3031080; 3031081  3071002  3041013; 3051091  3041037; 3041054  3031028; 3041031  3041073  3041025; 3041026; 3041027; 3061060  3081004  3031034  3031055  3041007  3071045; 3061034  3031066 3051043; 3071006  3051007  3041056; 3061026  3031053  3041064  3051050; 3051056  3031049; 3041034  3061054  3071025; 3071026  3041084  3071012 ,2013-12-23
Terminated,Burnaby,,Canada,2,66772,Vega / Sequel Naturals,101 3001 Wayburne Dr,,,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.  No military/govt/VA.,F-1144-2014,"Vega ONE Nutritional Shake Natural.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch; sizes: 30.4oz/862g, 35.9g, and 431g containers.","21,598 units",Sequel Naturals is recalling nine lots of products due to contamination by trace amount of chloramphenicol.,Chloramphenicol,2013-11-08,2013-12-23,2014-01-01,"Lots:  47042100, 47042200, 47043400, 47046700, 47047200, 47047900, 47049000, 47049001, 47049500, 47050300 ",2014-07-23
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0777-2014,"Bulk A213 Phion Complete Digestiv capsules (SKU 92123), packaged in varying quantities within poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution)","212,381 bulk capsules.",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 92123004 and 92123005 ,2015-03-03
Terminated,Burnaby,,Canada,2,66772,Vega / Sequel Naturals,101 3001 Wayburne Dr,,,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.  No military/govt/VA.,F-1142-2014,"Vega One Starter Kit.  Distributed by: Sequel Naturals LTD, Burnaby, BC, Canada. Vegasport.com. Packaged in HDPE jars; in VFF pouch. 7oz/197.2g containers.","2,759 units",Sequel Naturals is recalling nine lots of products due to contamination by trace amount of chloramphenicol.,Chloramphenicol,2013-11-08,2013-12-23,2014-01-01,"Lots:  12SE13PP1, 13SE13PP1, 16SE13PP1, 17SE13PP1, 23OC13PP1, 24OC13PP1 ",2014-07-23
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0735-2014,"Dietary Supplement packaged in the following configuration:   (1)Nutri-Essence Digestion Super Potency Enzymes & Herbs with patent-pending CereCalase Plus, packaged in 180-(SKU 51832) capsule bottles. The firm name on the label is Enzymes, Inc., Parkville, MO  (2) Positive Changes Hypnosis Centers Enzymes Digestion Dietary Supplement packaged in 60-(SKU 53793) and 180-(SKU 53794) capsule bottles. The firm name on the bottle is Positive Changes Hypnosis Center Dublin, OH 43017","1,587 bottles",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot Numbers: 51832027, 53793001, 53793002, 53794001, and 54426000 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0770-2014,"Bulk 9843 NOW Digest Platinum BLK capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92101).","3,847,856 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 92101011, 92101013, and 92101014 ",2015-03-03
Terminated,Londonderry,NH,United States,2,66868,FoodState (Nutrient Manufacturing),4 Delta Dr,,03053-2347,Voluntary: Firm Initiated,Telephone,Nationwide  Foreign:,F-1136-2014,Innate Response Gluten and Dairy Ultra Shield Enzymes 60ct. (40127),"3,105",Potential for Chloramphenicol contamination.,Chloramphenicol,2013-11-12,2013-12-23,2014-01-01,Lot Numbers:  10517  10518  11186  11429  12107  12087 ,2014-06-30
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0807-2014,"Bulk C665 powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 7256000)",5 kg,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 72456000 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0766-2014,"DigestEasy, Hypoallergenic Enzyme Supplement, packaged in 60-capsule bottles (SKU 53557). Firm name on the label is Master The Body, Joliet, IL",1777 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 53557003 and 53557004 ,2015-03-03
Terminated,Hauppauge,NY,United States,2,66501,"Innovative Labs, LLC",85 Commerce Dr,,11788-3902,Voluntary: Firm Initiated,E-Mail,CA,F-1382-2014,"Terrain Zyme LGS-Zyme (Z-12), Enzyme-Based Multivitamin & Amino Acid Dietary Supplement, packaged as 120 capsules per bottle.  Distributed by Apex Energetics, Inc. 16592 Hale Avenue, Irvine CA 92606.",579 bottles,"Innovative Labs, LLC. has recalled two Dietary Supplements due to the presence of  Chloramphenicol, an antimicrobial agent.",Chloramphenicol,2013-10-14,2014-01-08,2014-01-15,Lot # 130444 ,2018-05-24
Terminated,Clackamas,OR,United States,2,66843,Health Wright Products Inc,12482 SE Capps Rd,,97015-9093,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to California, Florida,  Oregon, Utah, and Mexico",F-1454-2014,"B-Complex with Enzymes, Vitamin/Enzyme Supplement.  Packaged 60 vegetable capsules per bottle.  They are sold under brand Enzyme Research Products.",991 bottles,Dietary supplement products are recalled because they were made from ingredient that was contaminated with Chloramphenicol.,Chloramphenicol,2013-10-25,2014-01-30,2014-02-05,"LOT# 1224405, EXP 08/15 (means August 2015) ",2015-03-02
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0734-2014,"Houston Enzymes TriEnza with DPP IV Activity, Broad-Spectrum Enzyme Product for general Digestive Support, packaged in 90-(SKU 53379) and 180-(SKU 53380) capsule bottles. The firm name on the label is Houston Nutraceuticals, Inc. (HNI), Siloam Springs, AR  (2) 9212 TRIENZA Bulk Capsules (SKU 91980) packaged in varying quantities in poly bags within corrugated containers.","54,887 bottles, and 327,139 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot Numbers: 53379030, 53379031, 53379032, 53379034, 53379035, 53379036, 53379037, 53379038, 53379039, 53379040, 53379041, 53380079, 53380081, 53380083, 53380085, 53380086, 53380087, 53380088, 53380089, 53380090, 53380091, 53380092, 53380093, 53380094, 53380095, 53380096, 53380097, 53380098, 53380099, 53380100, 53380101, 53380102, 53380103, 53380104, 53380105, 53380106, 53380107, 53380108, 53380109, 53380110, 53380111, 53380113, 53380114, 91980002, 91980003, and 91980004 ",2015-03-03
